Build Timestamp (UTC)	Build	Job	Job URL	Build Trigger	Allow Job Failure	PR#	Branch	Commit	Commit Range	Commit Message	Sketch Filename	Board ID	IDE Version	Program Storage (bytes)	Dynamic Memory (bytes)	# Warnings	Allow Failure	Exit Code	Board Error
2017-05-20 11:18:58	12	12.13	https://travis-ci.org/MCUdude/MegaCore/jobs/234286220	push	false	false	avr-100-pin	11fac209b66e6152e5bf2e6a3134a0d45042c681	7c023ff99cc3...11fac209b66e	Update README.md	/home/travis/Arduino/hardware/MegaCore/avr/libraries/EEPROM/examples/eeprom_put/eeprom_put.ino	MegaCore:avr:1280:pinout=avr_pinout,BOD=2v7,LTO=Os,clock=16MHz_external	1.6.7	2538	340	2	false	0	
2017-05-20 11:19:03	12	12.13	https://travis-ci.org/MCUdude/MegaCore/jobs/234286220	push	false	false	avr-100-pin	11fac209b66e6152e5bf2e6a3134a0d45042c681	7c023ff99cc3...11fac209b66e	Update README.md	/home/travis/Arduino/hardware/MegaCore/avr/libraries/EEPROM/examples/eeprom_crc/eeprom_crc.ino	MegaCore:avr:1280:pinout=avr_pinout,BOD=2v7,LTO=Os,clock=16MHz_external	1.6.7	2840	310	3	false	0	
2017-05-20 11:19:08	12	12.13	https://travis-ci.org/MCUdude/MegaCore/jobs/234286220	push	false	false	avr-100-pin	11fac209b66e6152e5bf2e6a3134a0d45042c681	7c023ff99cc3...11fac209b66e	Update README.md	/home/travis/Arduino/hardware/MegaCore/avr/libraries/EEPROM/examples/eeprom_write/eeprom_write.ino	MegaCore:avr:1280:pinout=avr_pinout,BOD=2v7,LTO=Os,clock=16MHz_external	1.6.7	1056	13	3	false	0	
2017-05-20 11:19:13	12	12.13	https://travis-ci.org/MCUdude/MegaCore/jobs/234286220	push	false	false	avr-100-pin	11fac209b66e6152e5bf2e6a3134a0d45042c681	7c023ff99cc3...11fac209b66e	Update README.md	/home/travis/Arduino/hardware/MegaCore/avr/libraries/EEPROM/examples/eeprom_update/eeprom_update.ino	MegaCore:avr:1280:pinout=avr_pinout,BOD=2v7,LTO=Os,clock=16MHz_external	1.6.7	1106	13	3	false	0	
2017-05-20 11:19:18	12	12.13	https://travis-ci.org/MCUdude/MegaCore/jobs/234286220	push	false	false	avr-100-pin	11fac209b66e6152e5bf2e6a3134a0d45042c681	7c023ff99cc3...11fac209b66e	Update README.md	/home/travis/Arduino/hardware/MegaCore/avr/libraries/EEPROM/examples/eeprom_get/eeprom_get.ino	MegaCore:avr:1280:pinout=avr_pinout,BOD=2v7,LTO=Os,clock=16MHz_external	1.6.7	4236	256	2	false	0	
2017-05-20 11:19:23	12	12.13	https://travis-ci.org/MCUdude/MegaCore/jobs/234286220	push	false	false	avr-100-pin	11fac209b66e6152e5bf2e6a3134a0d45042c681	7c023ff99cc3...11fac209b66e	Update README.md	/home/travis/Arduino/hardware/MegaCore/avr/libraries/EEPROM/examples/eeprom_clear/eeprom_clear.ino	MegaCore:avr:1280:pinout=avr_pinout,BOD=2v7,LTO=Os,clock=16MHz_external	1.6.7	1324	9	3	false	0	
2017-05-20 11:19:28	12	12.13	https://travis-ci.org/MCUdude/MegaCore/jobs/234286220	push	false	false	avr-100-pin	11fac209b66e6152e5bf2e6a3134a0d45042c681	7c023ff99cc3...11fac209b66e	Update README.md	/home/travis/Arduino/hardware/MegaCore/avr/libraries/EEPROM/examples/eeprom_iteration/eeprom_iteration.ino	MegaCore:avr:1280:pinout=avr_pinout,BOD=2v7,LTO=Os,clock=16MHz_external	1.6.7	874	9	5	false	0	
2017-05-20 11:19:33	12	12.13	https://travis-ci.org/MCUdude/MegaCore/jobs/234286220	push	false	false	avr-100-pin	11fac209b66e6152e5bf2e6a3134a0d45042c681	7c023ff99cc3...11fac209b66e	Update README.md	/home/travis/Arduino/hardware/MegaCore/avr/libraries/EEPROM/examples/eeprom_read/eeprom_read.ino	MegaCore:avr:1280:pinout=avr_pinout,BOD=2v7,LTO=Os,clock=16MHz_external	1.6.7	2770	203	3	false	0	
2017-05-20 11:19:38	12	12.13	https://travis-ci.org/MCUdude/MegaCore/jobs/234286220	push	false	false	avr-100-pin	11fac209b66e6152e5bf2e6a3134a0d45042c681	7c023ff99cc3...11fac209b66e	Update README.md	/home/travis/Arduino/hardware/MegaCore/avr/libraries/Timer/examples/Pin_high_10_minutes/Pin_high_10_minutes.ino	MegaCore:avr:1280:pinout=avr_pinout,BOD=2v7,LTO=Os,clock=16MHz_external	1.6.7	2042	205	1	false	0	
2017-05-20 11:19:42	12	12.13	https://travis-ci.org/MCUdude/MegaCore/jobs/234286220	push	false	false	avr-100-pin	11fac209b66e6152e5bf2e6a3134a0d45042c681	7c023ff99cc3...11fac209b66e	Update README.md	/home/travis/Arduino/hardware/MegaCore/avr/libraries/Timer/examples/TimerTest/TimerTest.ino	MegaCore:avr:1280:pinout=avr_pinout,BOD=2v7,LTO=Os,clock=16MHz_external	1.6.7	2008	203	0	false	0	
