Build Timestamp (UTC)	Build	Job	Job URL	Build Trigger	Allow Job Failure	PR#	Branch	Commit	Commit Range	Commit Message	Sketch Filename	Board ID	IDE Version	Program Storage (bytes)	Dynamic Memory (bytes)	# Warnings	Allow Failure	Exit Status	# Board Issues	Board Issue	# Library Issues	Library Issue
2017-06-21 09:20:31	31	31.23	https://travis-ci.org/MCUdude/MegaCore/jobs/245255009	push	false	false	master	b4b9a90ae7e522d17c8850d44621726c4bea7643	4e5ffd4361f2...b4b9a90ae7e5	Merge pull request #55 from per1234/update-arduino-ci-script	/home/travis/Arduino/hardware/MegaCore/avr/libraries/EEPROM/examples/eeprom_put/eeprom_put.ino	MegaCore:avr:1280:pinout=mega_pinout,BOD=2v7,LTO=Os,clock=1MHz_internal	1.6.7	2436	340	2	false	0	0		0	
2017-06-21 09:20:36	31	31.23	https://travis-ci.org/MCUdude/MegaCore/jobs/245255009	push	false	false	master	b4b9a90ae7e522d17c8850d44621726c4bea7643	4e5ffd4361f2...b4b9a90ae7e5	Merge pull request #55 from per1234/update-arduino-ci-script	/home/travis/Arduino/hardware/MegaCore/avr/libraries/EEPROM/examples/eeprom_crc/eeprom_crc.ino	MegaCore:avr:1280:pinout=mega_pinout,BOD=2v7,LTO=Os,clock=1MHz_internal	1.6.7	2712	310	3	false	0	0		0	
2017-06-21 09:20:41	31	31.23	https://travis-ci.org/MCUdude/MegaCore/jobs/245255009	push	false	false	master	b4b9a90ae7e522d17c8850d44621726c4bea7643	4e5ffd4361f2...b4b9a90ae7e5	Merge pull request #55 from per1234/update-arduino-ci-script	/home/travis/Arduino/hardware/MegaCore/avr/libraries/EEPROM/examples/eeprom_write/eeprom_write.ino	MegaCore:avr:1280:pinout=mega_pinout,BOD=2v7,LTO=Os,clock=1MHz_internal	1.6.7	1058	13	3	false	0	0		0	
2017-06-21 09:20:47	31	31.23	https://travis-ci.org/MCUdude/MegaCore/jobs/245255009	push	false	false	master	b4b9a90ae7e522d17c8850d44621726c4bea7643	4e5ffd4361f2...b4b9a90ae7e5	Merge pull request #55 from per1234/update-arduino-ci-script	/home/travis/Arduino/hardware/MegaCore/avr/libraries/EEPROM/examples/eeprom_update/eeprom_update.ino	MegaCore:avr:1280:pinout=mega_pinout,BOD=2v7,LTO=Os,clock=1MHz_internal	1.6.7	1108	13	3	false	0	0		0	
2017-06-21 09:20:52	31	31.23	https://travis-ci.org/MCUdude/MegaCore/jobs/245255009	push	false	false	master	b4b9a90ae7e522d17c8850d44621726c4bea7643	4e5ffd4361f2...b4b9a90ae7e5	Merge pull request #55 from per1234/update-arduino-ci-script	/home/travis/Arduino/hardware/MegaCore/avr/libraries/EEPROM/examples/eeprom_get/eeprom_get.ino	MegaCore:avr:1280:pinout=mega_pinout,BOD=2v7,LTO=Os,clock=1MHz_internal	1.6.7	4190	256	2	false	0	0		0	
2017-06-21 09:20:58	31	31.23	https://travis-ci.org/MCUdude/MegaCore/jobs/245255009	push	false	false	master	b4b9a90ae7e522d17c8850d44621726c4bea7643	4e5ffd4361f2...b4b9a90ae7e5	Merge pull request #55 from per1234/update-arduino-ci-script	/home/travis/Arduino/hardware/MegaCore/avr/libraries/EEPROM/examples/eeprom_clear/eeprom_clear.ino	MegaCore:avr:1280:pinout=mega_pinout,BOD=2v7,LTO=Os,clock=1MHz_internal	1.6.7	1264	9	3	false	0	0		0	
2017-06-21 09:21:03	31	31.23	https://travis-ci.org/MCUdude/MegaCore/jobs/245255009	push	false	false	master	b4b9a90ae7e522d17c8850d44621726c4bea7643	4e5ffd4361f2...b4b9a90ae7e5	Merge pull request #55 from per1234/update-arduino-ci-script	/home/travis/Arduino/hardware/MegaCore/avr/libraries/EEPROM/examples/eeprom_iteration/eeprom_iteration.ino	MegaCore:avr:1280:pinout=mega_pinout,BOD=2v7,LTO=Os,clock=1MHz_internal	1.6.7	868	9	5	false	0	0		0	
2017-06-21 09:21:09	31	31.23	https://travis-ci.org/MCUdude/MegaCore/jobs/245255009	push	false	false	master	b4b9a90ae7e522d17c8850d44621726c4bea7643	4e5ffd4361f2...b4b9a90ae7e5	Merge pull request #55 from per1234/update-arduino-ci-script	/home/travis/Arduino/hardware/MegaCore/avr/libraries/EEPROM/examples/eeprom_read/eeprom_read.ino	MegaCore:avr:1280:pinout=mega_pinout,BOD=2v7,LTO=Os,clock=1MHz_internal	1.6.7	2652	203	3	false	0	0		0	
2017-06-21 09:21:14	31	31.23	https://travis-ci.org/MCUdude/MegaCore/jobs/245255009	push	false	false	master	b4b9a90ae7e522d17c8850d44621726c4bea7643	4e5ffd4361f2...b4b9a90ae7e5	Merge pull request #55 from per1234/update-arduino-ci-script	/home/travis/Arduino/hardware/MegaCore/avr/libraries/Timer/examples/Pin_high_10_minutes/Pin_high_10_minutes.ino	MegaCore:avr:1280:pinout=mega_pinout,BOD=2v7,LTO=Os,clock=1MHz_internal	1.6.7	1976	205	1	false	0	0		0	
2017-06-21 09:21:19	31	31.23	https://travis-ci.org/MCUdude/MegaCore/jobs/245255009	push	false	false	master	b4b9a90ae7e522d17c8850d44621726c4bea7643	4e5ffd4361f2...b4b9a90ae7e5	Merge pull request #55 from per1234/update-arduino-ci-script	/home/travis/Arduino/hardware/MegaCore/avr/libraries/Timer/examples/TimerTest/TimerTest.ino	MegaCore:avr:1280:pinout=mega_pinout,BOD=2v7,LTO=Os,clock=1MHz_internal	1.6.7	1940	203	0	false	0	0		0	
